Name,Description,r-testis
ENSG00000231357.1,AC006028.11,1
ENSG00000274319.1,RPSAP73,1
ENSG00000277327.1,SPDYE20P,1
ENSG00000237713.1,AC006000.5,1
ENSG00000226522.1,AC004744.3,1
ENSG00000234406.1,AC004129.7,1
ENSG00000226059.2,HMGB3P20,1
ENSG00000213783.4,RPL35P4,1
ENSG00000279655.1,AC004009.1,1
ENSG00000274328.1,RP11-239C9.1,1
ENSG00000261184.1,RP11-196O2.1,1
ENSG00000264069.3,MIR3943,1
ENSG00000234359.3,ELK1P1,1
ENSG00000283247.1,RP11-638I8.1,1
ENSG00000240355.1,AC004869.3,1
ENSG00000233960.1,RP11-153N17.1,1
ENSG00000234304.2,SGO1P2,1
ENSG00000221900.5,POM121L12,1
ENSG00000228627.1,GS1-278J22.2,1
ENSG00000230564.1,CALM1P2,1
ENSG00000203462.2,RP11-814E24.1,1
ENSG00000232944.1,RP13-492C18.1,1
ENSG00000278205.1,RP11-760D2.13,1
ENSG00000261275.1,RP11-760D2.11,1
ENSG00000224947.1,VN1R25P,1
ENSG00000213067.2,RP11-760D2.10,1
ENSG00000229909.1,TRIM60P16,1
ENSG00000214668.4,SLC29A4P1,1
ENSG00000229508.2,PHKG1P4,1
ENSG00000230764.1,MTND1P4,1
ENSG00000236692.2,RP11-1217F2.9,1
ENSG00000284291.1,RP11-1217F2.24,1
ENSG00000228851.1,MTCO3P4,1
ENSG00000235368.1,SAPCD2P2,1
ENSG00000182111.8,ZNF716,1
ENSG00000233601.1,NCOR1P3,1
ENSG00000270749.1,RP11-368M16.10,1
ENSG00000233962.1,RP11-368M16.8,1
ENSG00000224484.1,RP11-548K12.4,1
ENSG00000223836.1,RP11-548K12.2,1
ENSG00000185037.9,ZNF733P,1
ENSG00000230000.2,RP5-905H7.11,1
ENSG00000232817.1,RP11-73B2.4,1
ENSG00000234387.1,RP11-340I6.1,1
ENSG00000197990.6,ZNF734P,1
ENSG00000228645.2,PHKG1P2,1
ENSG00000230639.1,VN1R36P,1
ENSG00000176232.10,RP5-1193P9.4,1
ENSG00000228564.1,LINC01005,1
ENSG00000230252.1,MTND2P4,1
ENSG00000233689.1,RP11-123O1.1,1
ENSG00000251798.1,RNU6-863P,1
ENSG00000228829.1,AC005077.5,1
ENSG00000231183.3,AC007003.1,1
ENSG00000251154.1,AC006153.3,1
ENSG00000135175.5,OCM2,1
ENSG00000213455.3,AC091654.7,1
ENSG00000236232.1,MTCYBP24,1
ENSG00000270997.1,RP11-703P11.1,1
ENSG00000238202.1,AC002465.2,1
ENSG00000230268.3,SSU72P8,1
ENSG00000275356.3,C7orf77,1
ENSG00000242162.1,RP11-128A6.3,1
ENSG00000231244.1,PSMC1P3,1
ENSG00000224469.1,AC009517.2,1
ENSG00000221910.2,OR2F2,1
ENSG00000242280.1,SLC16A1P1,1
ENSG00000221858.2,OR2A12,1
ENSG00000213210.4,AC005229.5,1
ENSG00000170279.2,C7orf33,1
ENSG00000213209.2,AC005229.7,1
ENSG00000214003.2,ATP5F1P3,1
ENSG00000269446.2,RP4-639J15.3,1
ENSG00000231515.1,AC006003.3,1
ENSG00000253162.1,RP11-279L11.1,1
ENSG00000254007.1,RP11-281H11.1,1
ENSG00000253189.1,RP11-158A14.1,1
ENSG00000253774.1,CTD-3023L14.1,1
ENSG00000255413.1,RP11-436P7.2,1
ENSG00000254753.1,RP11-480O10.1,1
ENSG00000250316.1,RP11-618M23.1,1
ENSG00000253280.1,RP11-618M23.4,1
ENSG00000253733.3,LZTS1-AS1,1
ENSG00000254334.1,RP11-24P4.1,1
ENSG00000253279.5,LINC02209,1
ENSG00000229211.3,KCTD9P6,1
ENSG00000254095.1,RP11-566H8.2,1
ENSG00000254306.1,RP11-150O12.4,1
ENSG00000254067.2,RP11-122L4.2,1
ENSG00000253354.1,CTA-392C11.2,1
ENSG00000228984.3,RP11-101E19.8,1
ENSG00000253314.5,LINC00293,1
ENSG00000253803.1,RP11-101E19.7,1
ENSG00000253871.1,RP11-756K15.2,1
ENSG00000226301.3,PDCL3P1,1
ENSG00000253834.1,RP11-705O24.3,1
ENSG00000215096.3,IFITM8P,1
ENSG00000254330.1,RP11-1D12.1,1
ENSG00000241105.1,RP11-333A23.2,1
ENSG00000253124.1,TRAPPC2P2,1
ENSG00000253235.1,RP11-434I12.4,1
ENSG00000253681.1,RP11-115I9.1,1
ENSG00000253416.1,RP11-48D4.2,1
ENSG00000253238.1,RP11-941H19.3,1
ENSG00000253898.1,LINC01419,1
ENSG00000254020.1,RP11-100L22.4,1
ENSG00000251234.1,PSMA2P2,1
ENSG00000254283.1,RP11-267M23.7,1
ENSG00000253872.1,RP11-90D11.1,1
ENSG00000275041.1,Metazoa_SRP,1
ENSG00000254146.1,HMGB1P46,1
ENSG00000253717.1,KB-1299A7.2,1
ENSG00000253271.2,RP11-1059L18.1,1
ENSG00000253286.5,CTD-2552K11.2,1
ENSG00000250727.1,RP11-959I15.1,1
ENSG00000253885.1,ARF1P3,1
ENSG00000250428.1,RP11-1082L8.1,1
ENSG00000253259.1,RP11-737F9.2,1
ENSG00000254076.1,CTD-3145H4.1,1
ENSG00000237414.2,RP11-321L2.2,1
ENSG00000277608.1,RP11-321L2.3,1
ENSG00000269957.5,RP11-20A20.2,1
ENSG00000280683.1,LINC01242,1
ENSG00000235626.2,KRT18P66,1
ENSG00000233278.1,RPS26P2,1
ENSG00000260720.1,LINC01243,1
ENSG00000223440.1,RP11-555J4.4,1
ENSG00000183938.5,TRBV21OR9-2,1
ENSG00000232920.1,LINC01400,1
ENSG00000215112.6,FAM74A1,1
ENSG00000274688.1,RP11-34H11.6,1
ENSG00000231454.2,RP11-160N1.8,1
ENSG00000229697.2,RP11-374M1.3,1
ENSG00000232827.2,LINC01189,1
ENSG00000233555.2,RP11-452D2.1,1
ENSG00000236376.1,RP11-470F18.1,1
ENSG00000270691.1,RP11-403N16.5,1
ENSG00000238002.2,NPAP1P6,1
ENSG00000189357.8,SPATA31D4,1
ENSG00000186788.13,SPATA31D3,1
ENSG00000233713.2,RP11-379P1.4,1
ENSG00000225856.2,PCNPP2,1
ENSG00000229530.1,RP11-62C3.8,1
ENSG00000223446.1,RP11-274J16.5,1
ENSG00000231990.1,RP11-53B5.1,1
ENSG00000230262.6,MIRLET7DHG,1
ENSG00000229345.1,RP11-332M4.1,1
ENSG00000229541.2,GAPDHP26,1
ENSG00000235901.2,RP11-342F21.1,1
ENSG00000225564.6,LINC01492,1
ENSG00000226566.2,RP11-436F21.1,1
ENSG00000283001.1,RP11-317C20.9,1
ENSG00000200131.1,RN7SKP77,1
ENSG00000230030.1,RP11-505C13.1,1
ENSG00000204148.3,LINC00474,1
ENSG00000230848.1,RP11-379C10.1,1
ENSG00000233909.1,UBE2V1P4,1
ENSG00000234170.5,RP11-446F3.2,1
ENSG00000227101.1,RP11-433J20.2,1
ENSG00000226861.1,RP5-1119O21.2,1
ENSG00000224788.1,RP5-933E2.1,1
ENSG00000228312.1,GAPDHP45,1
ENSG00000239539.1,HMGN1P20,1
ENSG00000233472.1,RP11-218D6.4,1
ENSG00000235113.1,RP11-241I20.4,1
ENSG00000230425.1,RSU1P1,1
ENSG00000228426.1,RP11-402L1.11,1
ENSG00000234973.5,RP11-272J7.4,1
ENSG00000224402.1,OR6D1P,1
ENSG00000223800.1,RP11-598C10.2,1
ENSG00000229197.1,RPS15AP28,1
ENSG00000259267.2,RP11-432J9.6,1
ENSG00000214695.3,NPAP1P2,1
ENSG00000235858.1,RP11-36D19.8,1
ENSG00000223761.1,RP11-57C13.4,1
ENSG00000228938.3,SNRPD2P1,1
ENSG00000274691.1,RP11-310E22.6,1
ENSG00000270623.1,SPCS2P2,1
ENSG00000223381.1,RP11-655H13.2,1
ENSG00000232728.1,PHB2P1,1
ENSG00000263041.1,RP11-355F22.1,1
ENSG00000225155.4,TOMM22P5,1
ENSG00000234640.1,RP11-264E18.1,1
ENSG00000255387.1,RP11-23F23.3,1
ENSG00000178358.4,OR2D3,1
ENSG00000254878.1,CTD-3096P4.1,1
ENSG00000254857.1,RP11-113D6.3,1
ENSG00000254720.1,RP11-583F24.3,1
ENSG00000255357.1,RP11-34N19.1,1
ENSG00000254594.5,RP11-2F20.1,1
ENSG00000248990.1,RP11-960D24.1,1
ENSG00000254734.1,CTD-3138F19.1,1
ENSG00000255525.1,RP1-296L11.1,1
ENSG00000254669.1,RP5-945I17.2,1
ENSG00000254516.1,RP11-159D8.1,1
ENSG00000279004.1,RP11-159D8.2,1
ENSG00000255175.5,RP11-277K23.1,1
ENSG00000255388.5,RP11-124G5.3,1
ENSG00000254514.1,RP11-958J22.3,1
ENSG00000254764.1,TRIM53CP,1
ENSG00000254663.1,OR4A11P,1
ENSG00000186119.7,OR5D18,1
ENSG00000181752.3,OR8K5,1
ENSG00000280314.2,OR8K3,1
ENSG00000181371.3,OR5M8,1
ENSG00000254411.1,CTD-3051L14.13,1
ENSG00000186513.2,OR9Q2,1
ENSG00000255539.1,CTA-797E19.2,1
ENSG00000248903.1,AP000867.14,1
ENSG00000256739.1,RP11-45F15.1,1
ENSG00000254885.1,RP11-802F5.1,1
ENSG00000254511.1,RP11-876F14.1,1
ENSG00000255003.1,CYCSP28,1
ENSG00000274004.1,H19_3,1
ENSG00000255005.1,RP11-90K17.2,1
ENSG00000255241.1,RP11-164N3.3,1
ENSG00000214414.9,TRIM77,1
ENSG00000204456.4,RP11-313I2.10,1
ENSG00000168930.13,TRIM49,1
ENSG00000255011.1,RP11-529A4.10,1
ENSG00000254436.1,AP000648.6,1
ENSG00000235547.3,NDUFB11P1,1
ENSG00000282916.1,RP11-676F20.4,1
ENSG00000254874.1,RP11-676F20.1,1
ENSG00000255653.1,RP11-60C6.3,1
ENSG00000257012.1,RP11-60C6.6,1
ENSG00000255599.1,AP000997.1,1
ENSG00000254621.1,SETP16,1
ENSG00000213184.3,RP11-335F8.2,1
ENSG00000239426.4,OR8F1P,1
ENSG00000236027.2,PATE3,1
ENSG00000255344.1,RP11-469N6.2,1
ENSG00000255825.1,RP5-1154L15.1,1
ENSG00000241828.2,RP11-277J24.1,1
ENSG00000256912.1,RP11-75L1.6,1
ENSG00000257016.1,SLC25A39P2,1
ENSG00000256888.5,RP13-81N3.2,1
ENSG00000255628.1,RP11-313F23.3,1
ENSG00000257510.1,RP11-609L23.1,1
ENSG00000257849.1,RP11-547C5.1,1
ENSG00000257813.2,RP11-73B8.2,1
ENSG00000279840.1,RP1-228P16.9,1
ENSG00000198678.5,OR5BS1P,1
ENSG00000199740.1,Y_RNA,1
ENSG00000257500.1,RP11-1020M18.10,1
ENSG00000224622.1,OR9R1P,1
ENSG00000179919.3,OR10A7,1
ENSG00000200296.1,RNU1-83P,1
ENSG00000256259.1,RP11-366L20.4,1
ENSG00000256172.1,RP11-473M14.3,1
ENSG00000257265.1,CTD-2021H9.1,1
ENSG00000257682.1,RP11-314D7.3,1
ENSG00000257750.1,RP11-295G12.1,1
ENSG00000258220.1,RP11-38F22.1,1
ENSG00000280049.1,RP11-324H9.1,1
ENSG00000258272.1,RP11-510I5.4,1
ENSG00000257860.5,RP11-552I14.1,1
ENSG00000257766.1,RP11-341G23.3,1
ENSG00000257392.1,RP11-554D14.5,1
ENSG00000257603.1,RP11-100F15.1,1
ENSG00000257915.1,GLULP5,1
ENSG00000256311.1,RP11-64B16.5,1
ENSG00000278866.1,RP11-407A16.6,1
ENSG00000256292.1,RP11-955H22.1,1
ENSG00000256362.1,RP11-955H22.3,1
ENSG00000279475.1,RP11-749H20.2,1
ENSG00000279193.1,RP11-143E21.2,1
ENSG00000242963.1,RP11-143E21.1,1
ENSG00000279153.1,RP11-495K9.8,1
ENSG00000274670.1,RP13-820C6.4,1
ENSG00000255703.1,RP11-46H11.2,1
ENSG00000225016.1,LINC00328-2P,1
ENSG00000235500.2,SNX19P2,1
ENSG00000229483.2,LINC00362,1
ENSG00000276958.1,RP11-458I4.2,1
ENSG00000235315.2,RPL23AP69,1
ENSG00000271559.1,RP11-380N8.6,1
ENSG00000227882.1,THAP12P6,1
ENSG00000270680.1,RP11-351N4.4,1
ENSG00000224329.2,LINC00297,1
ENSG00000230403.1,LINC01066,1
ENSG00000227604.3,TOMM22P3,1
ENSG00000271337.1,NDE1P2,1
ENSG00000234701.1,PRDX3P3,1
ENSG00000244471.5,RP11-78J21.4,1
ENSG00000277047.4,RP11-108H9.1,1
ENSG00000278630.1,RP11-78L16.1,1
ENSG00000230009.1,MTCO2P3,1
ENSG00000234421.2,SLC25A5P4,1
ENSG00000225352.1,RPL31P53,1
ENSG00000223815.1,DIAPH3-AS2,1
ENSG00000229578.2,LINC00358,1
ENSG00000227611.1,LINC01074,1
ENSG00000231061.1,LINC00395,1
ENSG00000274052.1,OR7E156P,1
ENSG00000213232.2,PPP1R2P10,1
ENSG00000237849.1,NFYAP1,1
ENSG00000227674.1,LINC00355,1
ENSG00000281778.1,LINC00550,1
ENSG00000280580.1,RP11-411G9.2,1
ENSG00000229249.6,LINC00446,1
ENSG00000225427.1,LINC00331,1
ENSG00000226370.1,LINC00375,1
ENSG00000232225.6,LINC01047,1
ENSG00000224394.1,GPC6-AS2,1
ENSG00000236520.2,GPC6-AS1,1
ENSG00000234168.2,LINC01039,1
ENSG00000234239.1,CFL1P8,1
ENSG00000234551.1,LINC01309,1
ENSG00000232307.1,DAOA-AS1,1
ENSG00000280455.1,RP11-252M24.1,1
ENSG00000229938.1,MYO16-AS2,1
ENSG00000258027.2,NF1P4,1
ENSG00000182652.1,OR4Q3,1
ENSG00000258564.1,OR4N1P,1
ENSG00000228304.1,OR4K6P,1
ENSG00000155249.4,OR4K1,1
ENSG00000258772.1,RP11-84C10.3,1
ENSG00000256385.1,UBE2NP1,1
ENSG00000221977.1,OR4E2,1
ENSG00000256350.1,AE000658.30,1
ENSG00000257976.1,RP11-388G3.1,1
ENSG00000257612.1,MIR4307HG,1
ENSG00000258065.1,RP11-30H9.1,1
ENSG00000258196.1,CTD-2213F21.4,1
ENSG00000259149.1,RP11-313C4.1,1
ENSG00000189139.5,FSCB,1
ENSG00000259136.1,RP11-108M12.2,1
ENSG00000201529.1,Y_RNA,1
ENSG00000266869.1,RP6-114E22.1,1
ENSG00000258662.1,RP11-588P7.2,1
ENSG00000241891.1,RP11-226P1.1,1
ENSG00000258683.1,RP11-11K13.1,1
ENSG00000258804.1,LINC01148,1
ENSG00000258975.1,RP11-753D20.1,1
ENSG00000258729.2,RP11-404P21.6,1
ENSG00000223299.1,RN7SKP108,1
ENSG00000258393.1,RP11-907D1.2,1
ENSG00000237342.1,AL132796.1,1
ENSG00000258672.1,RP11-543C4.3,1
ENSG00000258497.1,CTD-2561F5.1,1
ENSG00000259082.1,RP11-168L7.3,1
ENSG00000274347.1,RP11-1360M22.10,1
ENSG00000259769.1,RP11-1360M22.2,1
ENSG00000258488.2,RP11-467L19.8,1
ENSG00000260986.1,RP11-854K16.3,1
ENSG00000279595.1,RP11-854K16.4,1
ENSG00000279639.2,RP11-294C11.7,1
ENSG00000233917.8,POTEB,1
ENSG00000258997.1,NF1P2,1
ENSG00000259324.1,OR11K1P,1
ENSG00000271507.1,RP11-603B24.6,1
ENSG00000276172.1,ELMO2P1,1
ENSG00000214254.3,AC136896.2,1
ENSG00000259890.1,DNM1P50,1
ENSG00000261304.1,CTD-2125J1.1,1
ENSG00000243122.1,RP11-25H11.1,1
ENSG00000259390.2,RP11-27M9.1,1
ENSG00000244705.1,RP11-133K1.1,1
ENSG00000259221.5,CTD-2050N2.1,1
ENSG00000259204.1,RP11-394B5.2,1
ENSG00000261174.2,HMGB1P33,1
ENSG00000260870.1,NDUFB10P1,1
ENSG00000259697.1,RP11-299H22.1,1
ENSG00000259265.1,RP11-809H16.4,1
ENSG00000259650.1,RP11-272D12.1,1
ENSG00000260165.1,CTD-2323K18.3,1
ENSG00000187812.12,RP11-24M17.5,1
ENSG00000280359.1,CTD-2071N1.2,1
ENSG00000259213.1,CTD-2071N1.1,1
ENSG00000242066.3,RN7SL214P,1
ENSG00000213307.4,RPL18P11,1
ENSG00000259270.1,RP11-561C5.1,1
ENSG00000200142.1,Y_RNA,1
ENSG00000258954.1,RP11-692C24.1,1
ENSG00000258765.1,RP11-692C24.2,1
ENSG00000214424.5,FAM149B1P1,1
ENSG00000259282.5,SPATA8-AS1,1
ENSG00000259870.1,RP11-753A21.2,1
ENSG00000259320.1,RP11-183E24.2,1
ENSG00000261811.1,LINC02164,1
ENSG00000261397.1,LINC01177,1
ENSG00000260756.1,RP11-609N14.1,1
ENSG00000263241.1,MTCYBP33,1
ENSG00000262322.1,MTND4P34,1
ENSG00000262158.1,MTCO3P24,1
ENSG00000257408.2,RP11-645C24.4,1
ENSG00000260255.1,RP11-185O21.1,1
ENSG00000261648.1,CTD-2014E2.2,1
ENSG00000261475.2,LINC02190,1
ENSG00000260722.1,VN1R67P,1
ENSG00000261569.5,RP11-586K12.11,1
ENSG00000183632.14,TP53TG3,1
ENSG00000262090.1,RP11-23E10.5,1
ENSG00000261466.2,RP11-23E10.2,1
ENSG00000270401.1,RP11-812E19.14,1
ENSG00000278138.2,CLUHP11,1
ENSG00000261608.1,SLC25A1P4,1
ENSG00000260073.2,RP11-488I20.9,1
ENSG00000261752.1,AGGF1P8,1
ENSG00000278681.2,RP11-80F22.16,1
ENSG00000214581.6,ZNF971P,1
ENSG00000259836.1,AGGF1P6,1
ENSG00000260994.1,AGGF1P7,1
ENSG00000261356.2,RP11-46D6.5,1
ENSG00000239840.1,RPL23AP72,1
ENSG00000275909.1,Metazoa_SRP,1
ENSG00000263110.1,RP11-189E14.3,1
ENSG00000261623.1,LINC02179,1
ENSG00000261751.1,RP11-305A4.3,1
ENSG00000244551.2,RPL34P29,1
ENSG00000260478.1,RP11-142G1.1,1
ENSG00000261261.2,RP11-297L17.4,1
ENSG00000283258.1,AC007491.1,1
ENSG00000260148.1,RP11-407G23.1,1
ENSG00000260867.1,RP11-459F6.1,1
ENSG00000260146.1,CTD-2258A20.3,1
ENSG00000201164.1,RNU4-36P,1
ENSG00000265113.1,RP11-70O5.2,1
ENSG00000261260.1,CTD-2520I13.1,1
ENSG00000262120.1,RP11-510M2.7,1
ENSG00000261154.1,LINC02131,1
ENSG00000260969.1,RP11-190D6.2,1
ENSG00000260594.1,CTD-2055G21.1,1
ENSG00000261029.1,CTD-2588J6.2,1
ENSG00000261285.5,RP11-481E4.2,1
ENSG00000261176.1,RP11-2L4.1,1
ENSG00000243705.1,RP11-178L8.1,1
ENSG00000252887.1,RNU6-430P,1
ENSG00000259006.1,RP11-566K11.4,1
ENSG00000262869.1,CTD-2545H1.1,1
ENSG00000172150.4,OR1A2,1
ENSG00000262106.1,OR1D3P,1
ENSG00000226156.1,RPL23AP76,1
ENSG00000200437.1,RNU6-799P,1
ENSG00000235430.1,ZSWIM5P1,1
ENSG00000229749.1,COTL1P1,1
ENSG00000276406.1,RP11-78O7.3,1
ENSG00000264422.1,RP11-434D2.12,1
ENSG00000231258.2,ZSWIM5P2,1
ENSG00000226096.1,AC087499.9,1
ENSG00000263609.1,LINC02002,1
ENSG00000266691.1,RP11-1109M24.15,1
ENSG00000178130.9,FAM27E5,1
ENSG00000264811.1,RP11-1109M24.14,1
ENSG00000264970.1,RP11-846F4.11,1
ENSG00000265788.1,RP11-19P22.5,1
ENSG00000265041.1,RP11-19P22.7,1
ENSG00000263613.1,RP11-321A17.5,1
ENSG00000265337.1,RP11-466A19.5,1
ENSG00000264598.1,RP1-29G21.1,1
ENSG00000266535.1,RP11-40A13.1,1
ENSG00000264643.1,RP11-118G23.2,1
ENSG00000265775.1,CTC-304I17.3,1
ENSG00000271394.1,7SK,1
ENSG00000274226.5,TBC1D3H,1
ENSG00000264488.1,RP11-605F20.1,1
ENSG00000249497.1,LINC02075,1
ENSG00000249870.1,RP11-481C4.1,1
ENSG00000249383.1,LINC02071,1
ENSG00000249658.1,RP11-1018N14.4,1
ENSG00000227011.3,C17orf112,1
ENSG00000141194.5,OR4D1,1
ENSG00000266943.1,RPSAP66,1
ENSG00000224011.1,AC111155.1,1
ENSG00000266765.1,CTD-2582D11.1,1
ENSG00000200257.1,RNU6-97P,1
ENSG00000277521.1,MIR8078,1
ENSG00000266602.1,RP11-476K15.1,1
ENSG00000263716.1,SLC25A51P2,1
ENSG00000267773.1,RP11-677O4.4,1
ENSG00000260759.1,RP11-677O4.2,1
ENSG00000267393.1,RP11-691H4.3,1
ENSG00000265340.1,OR4K7P,1
ENSG00000276318.1,GTF2IP8,1
ENSG00000265786.1,LINC01906,1
ENSG00000264149.1,RP11-268I9.3,1
ENSG00000265980.1,CTD-2515C13.2,1
ENSG00000266105.1,RP11-326K13.2,1
ENSG00000280380.1,RP11-326K13.3,1
ENSG00000267039.1,RP11-58G13.1,1
ENSG00000267354.1,RP11-749H17.2,1
ENSG00000267187.1,RP11-767C4.1,1
ENSG00000280197.1,C18orf12,1
ENSG00000240663.3,RN7SL310P,1
ENSG00000201816.1,SNORA73,1
ENSG00000267269.1,RP11-2N1.1,1
ENSG00000267401.1,RP11-396N11.1,1
ENSG00000267513.3,HMGN1P31,1
ENSG00000267341.1,RP11-640A1.3,1
ENSG00000265698.1,LARP7P3,1
ENSG00000265352.1,LINC01899,1
ENSG00000265995.1,RP11-736G13.1,1
ENSG00000264260.1,LINC01893,1
ENSG00000267063.1,AC006130.3,1
ENSG00000267448.5,AC010649.1,1
ENSG00000267408.1,CTB-50L17.2,1
ENSG00000266941.1,AC104532.3,1
ENSG00000196589.6,CTB-25J19.1,1
ENSG00000170920.2,OR7G3,1
ENSG00000188314.3,OR7D1P,1
ENSG00000237521.2,OR7E24,1
ENSG00000180926.6,OR7E18P,1
ENSG00000225980.3,OR7E19P,1
ENSG00000176231.1,OR10H4,1
ENSG00000280412.1,AC114273.3,1
ENSG00000267693.1,CTC-559E9.2,1
ENSG00000271149.1,CTC-457E21.10,1
ENSG00000269025.2,CTC-457E21.5,1
ENSG00000266906.1,AC005357.1,1
ENSG00000267012.1,CTC-360P9.1,1
ENSG00000267190.1,TYMSP2,1
ENSG00000269445.1,AC067969.1,1
ENSG00000269588.1,CTB-60E11.11,1
ENSG00000271299.1,CTD-2356P16.6,1
ENSG00000268530.5,CTC-273B12.5,1
ENSG00000269253.1,SIGLEC21P,1
ENSG00000268318.5,LINC01872,1
ENSG00000174677.4,VN1R6P,1
ENSG00000274219.1,CTC-360J11.7,1
ENSG00000125788.5,DEFB126,1
ENSG00000236387.1,RP11-307O10.1,1
ENSG00000235820.1,RP5-1022P6.5,1
ENSG00000263755.2,RN7SL498P,1
ENSG00000215586.2,RP5-836E8.1,1
ENSG00000225479.1,PLCB1-IT1,1
ENSG00000232900.1,RP4-697P8.3,1
ENSG00000228422.3,LINC00687,1
ENSG00000269931.1,RP5-1069C8.3,1
ENSG00000132631.5,SCP2D1,1
ENSG00000238034.1,RP5-1185K9.1,1
ENSG00000225321.2,LINC01427,1
ENSG00000270838.1,RP5-1004I9.2,1
ENSG00000125815.8,CST8,1
ENSG00000204662.2,CST9LP1,1
ENSG00000167390.8,POM121L3P,1
ENSG00000275048.1,BSNDP1,1
ENSG00000204548.3,DEFB121,1
ENSG00000224876.1,RP11-49G10.3,1
ENSG00000233106.1,RPL12P3,1
ENSG00000223410.1,RP1-191L6.2,1
ENSG00000233352.1,RP1-300I2.3,1
ENSG00000237464.1,RP3-461P17.9,1
ENSG00000235525.1,FTLP1,1
ENSG00000234967.1,RP11-347D21.1,1
ENSG00000228503.1,RP11-347D21.2,1
ENSG00000275923.1,RP5-837G17.1,1
ENSG00000235032.1,BMP7-AS1,1
ENSG00000227297.1,RP4-718J7.4,1
ENSG00000124227.5,ANKRD60,1
ENSG00000237121.1,PIEZO1P2,1
ENSG00000229606.1,LINC01718,1
ENSG00000280372.1,bP-21201H5.2,1
ENSG00000226930.1,GTF2IP2,1
ENSG00000219280.1,VN1R8P,1
ENSG00000228159.1,LINC01674,1
ENSG00000228708.1,AL109763.1,1
ENSG00000231620.1,AP000855.4,1
ENSG00000233997.5,LINC01425,1
ENSG00000184856.6,LINC00308,1
ENSG00000225906.1,AP000949.1,1
ENSG00000244278.1,AP000235.3,1
ENSG00000206105.2,KRTAP20-4,1
ENSG00000234008.5,PPP1R2P2,1
ENSG00000236677.1,AP000688.11,1
ENSG00000215734.3,MRPL20P1,1
ENSG00000263969.2,RN7SL678P,1
ENSG00000233316.4,DSCR10,1
ENSG00000231867.1,AP001625.5,1
ENSG00000223975.1,AP001048.4,1
ENSG00000215455.4,KRTAP10-1,1
ENSG00000241123.1,KRTAP10-5,1
ENSG00000187175.5,KRTAP12-1,1
ENSG00000230471.1,LA16c-2F2.8,1
ENSG00000228045.1,DNAJA1P6,1
ENSG00000277017.1,XXbac-B33L19.6,1
ENSG00000215544.6,BCRP7,1
ENSG00000279987.1,AC008103.4,1
ENSG00000224688.1,E2F6P2,1
ENSG00000224192.2,RP11-259P1.1,1
ENSG00000227880.1,RP11-46E17.6,1
ENSG00000252859.1,RNU6-375P,1
ENSG00000277771.1,Metazoa_SRP,1
ENSG00000282306.1,RP11-126O22.2,1
ENSG00000282501.1,RP11-126O22.3,1
ENSG00000231216.1,GS1-600G8.3,1
ENSG00000176774.5,MAGEB18,1
ENSG00000230265.1,RP11-702C7.1,1
ENSG00000233103.1,RP11-524P6.1,1
ENSG00000283737.1,RP5-1044O17.1,1
ENSG00000102055.6,PPP1R2P9,1
ENSG00000204915.3,RP6-99M1.1,1
ENSG00000269791.5,SSX4B,1
ENSG00000224659.2,GAGE12J,1
ENSG00000068985.4,PAGE1,1
ENSG00000276474.1,RP11-363G10.3,1
ENSG00000204382.11,XAGE1B,1
ENSG00000157965.11,SSX8,1
ENSG00000187754.8,SSX7,1
ENSG00000204363.4,SPANXN5,1
ENSG00000283349.2,RP4-710L4.2,1
ENSG00000183035.12,CYLC1,1
ENSG00000231643.4,GHc-210E9.2,1
ENSG00000226547.2,SSU72P1,1
ENSG00000277535.2,RP13-347D8.7,1
ENSG00000236446.3,CT47B1,1
ENSG00000237426.1,ZIK1P1,1
ENSG00000260683.1,CTD-2076M15.1,1
ENSG00000228836.8,CT45A5,1
ENSG00000233145.1,RP11-364B14.1,1
ENSG00000250625.1,RP1-142F18.2,1
ENSG00000227303.1,GS1-256O22.5,1
ENSG00000225970.1,RP3-526F5.2,1
ENSG00000231093.1,RP13-150K15.1,1
ENSG00000235699.2,CXorf51B,1
ENSG00000267978.5,MAGEA9B,1
ENSG00000183305.13,MAGEA2B,1
ENSG00000242599.7,CSAG4,1
ENSG00000278057.4,TEX28,1
ENSG00000234830.7,FAM197Y9,1
ENSG00000215603.4,ZNF92P1Y,1
ENSG00000227204.1,RBMY2JP,1
ENSG00000233699.1,TTTY18,1
ENSG00000259029.1,DUX4L18,1
ENSG00000129862.6,VCY1B,1
ENSG00000182415.9,CDY2A,1
ENSG00000225624.1,TBL1YP1,1
ENSG00000215560.2,TTTY5,1
ENSG00000169789.10,PRY,1
ENSG00000205944.11,DAZ2,1
ENSG00000172297.7,GOLGA2P3Y,1
ENSG00000224240.1,CYCSP49,1
ENSG00000227629.1,SLC25A15P1,1
ENSG00000227169.2,RP1-37J18.1,1
ENSG00000201725.1,RNU6-304P,1
ENSG00000116726.4,PRAMEF12,1
ENSG00000239810.3,PRAMEF11,1
ENSG00000120952.4,PRAMEF2,1
ENSG00000232423.6,PRAMEF6,1
ENSG00000204501.7,PRAMEF15,1
ENSG00000204481.7,PRAMEF14,1
ENSG00000236500.1,CD24P1,1
ENSG00000279151.1,RP1-163M9.7,1
ENSG00000282843.1,RP11-380J14.4,1
ENSG00000228105.1,LINC01757,1
ENSG00000231953.2,RP4-706G24.1,1
